2016-01-02~14:45:00,5.05017968183955E8,832.501,85.382
2016-01-02~15:00:00,5.05018868183955E8,832.451,87.406
2016-01-02~15:15:00,5.05019768183956E8,832.4,89.496
2016-01-02~15:30:00,5.05020668183956E8,832.35,91.645
2016-01-02~15:45:00,5.05021568183956E8,832.3,93.848
2016-01-02~16:00:00,5.05022468183957E8,832.249,96.099
2016-01-02~16:15:00,5.05023368183957E8,832.199,98.394
2016-01-02~16:30:00,5.05024268183957E8,832.149,100.726
2016-01-02~16:45:00,5.05025168183958E8,832.099,103.092
2016-01-02~17:00:00,5.05026068183958E8,832.049,105.486
2016-01-02~17:15:00,5.05026968183958E8,831.998,107.904
2016-01-02~17:30:00,5.05027868183958E8,831.948,110.341
2016-01-02~17:45:00,5.05028768183959E8,831.898,112.793
2016-01-02~18:00:00,5.05029668183959E8,831.848,115.254
2016-01-02~18:15:00,5.05030568183959E8,831.797,117.719
2016-01-02~18:30:00,5.0503146818396E8,831.747,120.184
2016-01-02~18:45:00,5.0503236818396E8,831.697,122.642
2016-01-02~19:00:00,5.0503326818396E8,831.647,125.087
2016-01-02~19:15:00,5.05034168183961E8,831.596,127.512
2016-01-02~19:30:00,5.05035068183961E8,831.546,129.91
2016-01-02~19:45:00,5.05035968183961E8,831.496,132.272
2016-01-02~20:00:00,5.05036868183961E8,831.445,134.587
2016-01-02~20:15:00,5.05037768183962E8,831.395,136.845
2016-01-02~20:30:00,5.05038668183962E8,831.345,139.031
2016-01-02~20:45:00,5.05039568183962E8,831.294,141.131
2016-01-02~21:00:00,5.05040468183963E8,831.244,143.125
2016-01-02~21:15:00,5.05041368183963E8,831.193,144.992
2016-01-02~21:30:00,5.05042268183963E8,831.143,146.709
2016-01-02~21:45:00,5.05043168183964E8,831.092,148.248
2016-01-02~22:00:00,5.05044068183964E8,831.042,149.579
2016-01-02~22:15:00,5.05044968183964E8,830.991,150.674
2016-01-02~22:30:00,5.05045868183964E8,830.94,151.502
2016-01-02~22:45:00,5.05046768183965E8,830.889,152.039
2016-01-02~23:00:00,5.05047668183965E8,830.839,152.267
2016-01-02~23:15:00,5.05048568183965E8,830.788,152.178
2016-01-02~23:30:00,5.05049468183966E8,830.737,151.776
2016-01-02~23:45:00,5.05050368183966E8,830.686,151.074
2016-01-03~00:00:00,5.05051268183966E8,830.635,150.094
2016-01-03~00:15:00,5.05052168183967E8,830.584,148.863
2016-01-03~00:30:00,5.05053068183967E8,830.533,147.412
2016-01-03~00:45:00,5.05053968183967E8,830.482,145.77
2016-01-03~01:00:00,5.05054868183967E8,830.431,143.965
2016-01-03~01:15:00,5.05055768183968E8,830.38,142.024
2016-01-03~01:30:00,5.05056668183968E8,830.329,139.968
2016-01-03~01:45:00,5.05057568183968E8,830.277,137.817
2016-01-03~02:00:00,5.05058468183969E8,830.226,135.588
2016-01-03~02:15:00,5.05059368183969E8,830.175,133.295
2016-01-03~02:30:00,5.05060268183969E8,830.123,130.951
2016-01-03~02:45:00,5.0506116818397E8,830.072,128.567
2016-01-03~03:00:00,5.0506206818397E8,830.02,126.151
2016-01-03~03:15:00,5.0506296818397E8,829.969,123.712
2016-01-03~03:30:00,5.05063868183971E8,829.918,121.257
2016-01-03~03:45:00,5.05064768183971E8,829.866,118.793
2016-01-03~04:00:00,5.05065668183971E8,829.814,116.325
