0 [main] INFO kafka.utils.VerifiableProperties  - Verifying properties
88 [main] WARN kafka.utils.VerifiableProperties  - Property auto.offset.reset is not valid
88 [main] WARN kafka.utils.VerifiableProperties  - Property bootstrap.servers is not valid
88 [main] WARN kafka.utils.VerifiableProperties  - Property destination.topic is not valid
89 [main] WARN kafka.utils.VerifiableProperties  - Property group.id is not valid
89 [main] WARN kafka.utils.VerifiableProperties  - Property key.serializer is not valid
93 [main] INFO kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to localhost:9092
94 [main] WARN kafka.utils.VerifiableProperties  - Property source.topic is not valid
94 [main] WARN kafka.utils.VerifiableProperties  - Property value.serializer is not valid
94 [main] WARN kafka.utils.VerifiableProperties  - Property zookeeper.connect is not valid
2481 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Handling 1 events
2507 [main] INFO kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,localhost,9092) with correlation id 0 for 1 topic(s) Set(earth_to_curiosity_5)
2559 [main] DEBUG kafka.network.BlockingChannel  - Created socket with SO_TIMEOUT = 10000 (requested 10000), SO_RCVBUF = 530904 (requested -1), SO_SNDBUF = 102400 (requested 102400), connectTimeoutMs = 10000.
2560 [main] INFO kafka.producer.SyncProducer  - Connected to localhost:9092 for producing
2572 [main] INFO kafka.producer.SyncProducer  - Disconnecting from localhost:9092
2573 [main] DEBUG kafka.client.ClientUtils$  - Successfully fetched metadata for 1 topic(s) Set(earth_to_curiosity_5)
2583 [main] DEBUG kafka.producer.BrokerPartitionInfo  - Getting broker partition info for topic earth_to_curiosity_5
2584 [main] DEBUG kafka.producer.BrokerPartitionInfo  - Partition [earth_to_curiosity_5,0] has leader 0
2585 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Broker partitions registered for topic: earth_to_curiosity_5 are 0
2589 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Sending 1 messages with no compression to [earth_to_curiosity_5,0]
2595 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Producer sending messages with correlation id 2 for topics [earth_to_curiosity_5,0] to broker 0 on zion-mainframe:9092
2603 [main] DEBUG kafka.network.BlockingChannel  - Created socket with SO_TIMEOUT = 10000 (requested 10000), SO_RCVBUF = 530904 (requested -1), SO_SNDBUF = 102400 (requested 102400), connectTimeoutMs = 10000.
2603 [main] INFO kafka.producer.SyncProducer  - Connected to zion-mainframe:9092 for producing
2605 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Producer sent messages with correlation id 2 for topics [earth_to_curiosity_5,0] to broker 0 on zion-mainframe:9092
1118084 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Handling 1 events
1118085 [main] INFO kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,localhost,9092) with correlation id 3 for 1 topic(s) Set(earth_to_curiosity_5)
1118086 [main] DEBUG kafka.network.BlockingChannel  - Created socket with SO_TIMEOUT = 10000 (requested 10000), SO_RCVBUF = 530904 (requested -1), SO_SNDBUF = 102400 (requested 102400), connectTimeoutMs = 10000.
1118086 [main] INFO kafka.producer.SyncProducer  - Connected to localhost:9092 for producing
1118087 [main] INFO kafka.producer.SyncProducer  - Disconnecting from localhost:9092
1118087 [main] DEBUG kafka.client.ClientUtils$  - Successfully fetched metadata for 1 topic(s) Set(earth_to_curiosity_5)
1118087 [main] INFO kafka.producer.SyncProducer  - Disconnecting from zion-mainframe:9092
1118087 [main] DEBUG kafka.producer.BrokerPartitionInfo  - Getting broker partition info for topic earth_to_curiosity_5
1118088 [main] DEBUG kafka.producer.BrokerPartitionInfo  - Partition [earth_to_curiosity_5,0] has leader 0
1118088 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Broker partitions registered for topic: earth_to_curiosity_5 are 0
