0 [main] INFO kafka.utils.VerifiableProperties  - Verifying properties
47 [main] WARN kafka.utils.VerifiableProperties  - Property auto.offset.reset is not valid
48 [main] WARN kafka.utils.VerifiableProperties  - Property bootstrap.servers is not valid
48 [main] WARN kafka.utils.VerifiableProperties  - Property destination.topic is not valid
48 [main] WARN kafka.utils.VerifiableProperties  - Property group.id is not valid
48 [main] WARN kafka.utils.VerifiableProperties  - Property key.serializer is not valid
49 [main] INFO kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to localhost:9092
49 [main] WARN kafka.utils.VerifiableProperties  - Property source.topic is not valid
49 [main] WARN kafka.utils.VerifiableProperties  - Property value.serializer is not valid
49 [main] WARN kafka.utils.VerifiableProperties  - Property zookeeper.connect is not valid
