0 [main] INFO kafka.utils.VerifiableProperties  - Verifying properties
58 [main] WARN kafka.utils.VerifiableProperties  - Property auto.offset.reset is not valid
58 [main] WARN kafka.utils.VerifiableProperties  - Property bootstrap.servers is not valid
58 [main] WARN kafka.utils.VerifiableProperties  - Property destination.topic is not valid
59 [main] WARN kafka.utils.VerifiableProperties  - Property group.id is not valid
59 [main] WARN kafka.utils.VerifiableProperties  - Property key.serializer is not valid
60 [main] INFO kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to localhost:9092
60 [main] WARN kafka.utils.VerifiableProperties  - Property source.topic is not valid
61 [main] WARN kafka.utils.VerifiableProperties  - Property value.serializer is not valid
61 [main] WARN kafka.utils.VerifiableProperties  - Property zookeeper.connect is not valid
3152 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Handling 1 events
3179 [main] INFO kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,localhost,9092) with correlation id 0 for 1 topic(s) Set(earth_to_curiosity_5)
3224 [main] DEBUG kafka.network.BlockingChannel  - Created socket with SO_TIMEOUT = 10000 (requested 10000), SO_RCVBUF = 530904 (requested -1), SO_SNDBUF = 102400 (requested 102400), connectTimeoutMs = 10000.
3225 [main] INFO kafka.producer.SyncProducer  - Connected to localhost:9092 for producing
3253 [main] INFO kafka.producer.SyncProducer  - Disconnecting from localhost:9092
3257 [main] DEBUG kafka.client.ClientUtils$  - Successfully fetched metadata for 1 topic(s) Set(earth_to_curiosity_5)
3278 [main] WARN kafka.producer.BrokerPartitionInfo  - Error while fetching metadata [{TopicMetadata for topic earth_to_curiosity_5 -> 
No partition metadata for topic earth_to_curiosity_5 due to kafka.common.LeaderNotAvailableException}] for topic [earth_to_curiosity_5]: class kafka.common.LeaderNotAvailableException 
3282 [main] DEBUG kafka.producer.BrokerPartitionInfo  - Getting broker partition info for topic earth_to_curiosity_5
3283 [main] INFO kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,localhost,9092) with correlation id 1 for 1 topic(s) Set(earth_to_curiosity_5)
3284 [main] DEBUG kafka.network.BlockingChannel  - Created socket with SO_TIMEOUT = 10000 (requested 10000), SO_RCVBUF = 530904 (requested -1), SO_SNDBUF = 102400 (requested 102400), connectTimeoutMs = 10000.
3284 [main] INFO kafka.producer.SyncProducer  - Connected to localhost:9092 for producing
3288 [main] INFO kafka.producer.SyncProducer  - Disconnecting from localhost:9092
3288 [main] DEBUG kafka.client.ClientUtils$  - Successfully fetched metadata for 1 topic(s) Set(earth_to_curiosity_5)
3290 [main] DEBUG kafka.producer.BrokerPartitionInfo  - Partition [earth_to_curiosity_5,0] has leader 0
3292 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Broker partitions registered for topic: earth_to_curiosity_5 are 0
3296 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Sending 1 messages with no compression to [earth_to_curiosity_5,0]
3306 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Producer sending messages with correlation id 2 for topics [earth_to_curiosity_5,0] to broker 0 on zion-portable:9092
3321 [main] DEBUG kafka.network.BlockingChannel  - Created socket with SO_TIMEOUT = 10000 (requested 10000), SO_RCVBUF = 530904 (requested -1), SO_SNDBUF = 102400 (requested 102400), connectTimeoutMs = 10000.
3321 [main] INFO kafka.producer.SyncProducer  - Connected to zion-portable:9092 for producing
3322 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Producer sent messages with correlation id 2 for topics [earth_to_curiosity_5,0] to broker 0 on zion-portable:9092
