0 [main] INFO kafka.utils.VerifiableProperties  - Verifying properties
18 [main] WARN kafka.utils.VerifiableProperties  - Property auto.offset.reset is not valid
18 [main] WARN kafka.utils.VerifiableProperties  - Property bootstrap.servers is not valid
19 [main] WARN kafka.utils.VerifiableProperties  - Property destination.topic is not valid
19 [main] WARN kafka.utils.VerifiableProperties  - Property group.id is not valid
19 [main] WARN kafka.utils.VerifiableProperties  - Property key.serializer is not valid
19 [main] INFO kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to localhost:9092
19 [main] WARN kafka.utils.VerifiableProperties  - Property source.topic is not valid
19 [main] WARN kafka.utils.VerifiableProperties  - Property value.serializer is not valid
20 [main] WARN kafka.utils.VerifiableProperties  - Property zookeeper.connect is not valid
6450 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Handling 1 events
6465 [main] INFO kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,localhost,9092) with correlation id 0 for 1 topic(s) Set(earth_to_curiosity_5)
6470 [main] DEBUG kafka.network.BlockingChannel  - Created socket with SO_TIMEOUT = 10000 (requested 10000), SO_RCVBUF = 530904 (requested -1), SO_SNDBUF = 102400 (requested 102400), connectTimeoutMs = 10000.
6471 [main] INFO kafka.producer.SyncProducer  - Connected to localhost:9092 for producing
6478 [main] INFO kafka.producer.SyncProducer  - Disconnecting from localhost:9092
6479 [main] DEBUG kafka.client.ClientUtils$  - Successfully fetched metadata for 1 topic(s) Set(earth_to_curiosity_5)
6485 [main] DEBUG kafka.producer.BrokerPartitionInfo  - Getting broker partition info for topic earth_to_curiosity_5
6486 [main] DEBUG kafka.producer.BrokerPartitionInfo  - Partition [earth_to_curiosity_5,0] has leader 0
6487 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Broker partitions registered for topic: earth_to_curiosity_5 are 0
6490 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Sending 1 messages with no compression to [earth_to_curiosity_5,0]
6493 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Producer sending messages with correlation id 2 for topics [earth_to_curiosity_5,0] to broker 0 on zion-mainframe:9092
6497 [main] DEBUG kafka.network.BlockingChannel  - Created socket with SO_TIMEOUT = 10000 (requested 10000), SO_RCVBUF = 530904 (requested -1), SO_SNDBUF = 102400 (requested 102400), connectTimeoutMs = 10000.
6498 [main] INFO kafka.producer.SyncProducer  - Connected to zion-mainframe:9092 for producing
6498 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Producer sent messages with correlation id 2 for topics [earth_to_curiosity_5,0] to broker 0 on zion-mainframe:9092
787921 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Handling 1 events
787923 [main] INFO kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,localhost,9092) with correlation id 3 for 1 topic(s) Set(earth_to_curiosity_5)
787923 [main] DEBUG kafka.network.BlockingChannel  - Created socket with SO_TIMEOUT = 10000 (requested 10000), SO_RCVBUF = 530904 (requested -1), SO_SNDBUF = 102400 (requested 102400), connectTimeoutMs = 10000.
787923 [main] INFO kafka.producer.SyncProducer  - Connected to localhost:9092 for producing
787924 [main] INFO kafka.producer.SyncProducer  - Disconnecting from localhost:9092
787925 [main] DEBUG kafka.client.ClientUtils$  - Successfully fetched metadata for 1 topic(s) Set(earth_to_curiosity_5)
787925 [main] INFO kafka.producer.SyncProducer  - Disconnecting from zion-mainframe:9092
787925 [main] DEBUG kafka.producer.BrokerPartitionInfo  - Getting broker partition info for topic earth_to_curiosity_5
787925 [main] DEBUG kafka.producer.BrokerPartitionInfo  - Partition [earth_to_curiosity_5,0] has leader 0
787926 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Broker partitions registered for topic: earth_to_curiosity_5 are 0
787926 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Sending 1 messages with no compression to [earth_to_curiosity_5,0]
787927 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Producer sending messages with correlation id 5 for topics [earth_to_curiosity_5,0] to broker 0 on zion-mainframe:9092
787928 [main] DEBUG kafka.network.BlockingChannel  - Created socket with SO_TIMEOUT = 10000 (requested 10000), SO_RCVBUF = 530904 (requested -1), SO_SNDBUF = 102400 (requested 102400), connectTimeoutMs = 10000.
787928 [main] INFO kafka.producer.SyncProducer  - Connected to zion-mainframe:9092 for producing
787928 [main] DEBUG kafka.producer.async.DefaultEventHandler  - Producer sent messages with correlation id 5 for topics [earth_to_curiosity_5,0] to broker 0 on zion-mainframe:9092
